# VERSION  10202
#
# format                    ions (mass fraction)     
# created at                Wed Sep  6 02:53:45 2017 
# created by                alex                     
# created on                aurum.maths.monash.edu   
# created from              /home/alex/Downloads/s1#hign
# file date                 Wed Sep  6 02:53:27 2017 
# created as                /home/alex/Downloads/s1@hign
# cycle                     3657                     
# time (sec)                5.92904631975508600e+15  
# time offset (sec)         0.00000000000000000e+00  
# GIT  SHA                  0000000000000000000000000000000000000000
# GIT  BRANCH               (NOT ON BRANCH)
# UUID PROG                 00000000-0000-0000-0000-000000000000 
# UUID RUN                  00000000-0000-0000-0000-000000000000 
# UUID CYCLE                00000000-0000-0000-0000-000000000000 
# UUID DUMP                 00000000-0000-0000-0000-000000000000 
# UUID EXEC                 00000000-0000-0000-0000-000000000000 
# UUID THIS FILE            99b91b9e-92ae-11e7-ae34-3417ebbdc1fc (Wed Sep  6 02:53:45 2017)
#
# grid                cell mass    cell outer total mass        cell outer radius      cell outer velocity             cell density         cell temperature            cell pressure   cell spec. int. energy    cell specific entropy    cell angular velocity               cell A_bar                 cell Y_e                      nt1                       h1                      he4                      c12                      n14                      o16                     ne20                     mg24                     si28                      s32                     ar36                     ca40                     ti44                     cr48                     fe52                     fe54                     ni56                     fe56                     'fe'
# unit                        g                        g                       cm                   cm/sec                  g/cm**3                        K                dyn/cm**2                    erg/g                kb/baryon                  rad/sec                      amu                                     mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction            mass fraction
   778  1.75587120177459555e+30  1.62675203105031370e+33  2.80528156966292458e+10  6.65550351364248129e-09  4.08667369053188612e+00  4.80450860076692887e+06  2.65000934870308000e+15  9.74256515299821250e+14  1.84994502334824418e+01  0.00000000000000000e+00  1.28144956244019692e+00  8.55480159224228154e-01  0.00000000000000000e+00  7.10992494672287756e-01  2.73998644255630475e-01  2.48998767937171636e-03  7.99096046269510366e-04  6.61796725429685245e-03  1.30599353794377728e-03  7.91396084172006371e-04  8.29395896148895999e-04  4.23297905521874439e-04  1.13099440383944788e-04  7.38096347899110225e-05  3.82798105914894188e-06  3.42898303339139068e-05  0.00000000000000000e+00  1.46099277100744922e-03  0.00000000000000000e+00                        -                        -
   779  1.75700766519069701e+30  1.62850903871550439e+33  2.80965481605674400e+10  6.71154424369389211e-09  4.05630000802121948e+00  4.79579713561060932e+06  2.62552070838573300e+15  9.72511519368886750e+14  1.85072446279286034e+01  0.00000000000000000e+00  1.28144948348985799e+00  8.55480183263488625e-01  0.00000000000000000e+00  7.10992567676542953e-01  2.73998644255580903e-01  2.48998767938083884e-03  7.99096046258853309e-04  6.61796725429684290e-03  1.30599353794377641e-03  7.91396084172002467e-04  8.29395896148894373e-04  4.23297905521873247e-04  1.13099440383944381e-04  7.38096347899108192e-05  3.82798105914893172e-06  3.42898303339137645e-05  0.00000000000000000e+00  1.46099277100744424e-03  0.00000000000000000e+00                        -                        -
   780  1.75815329061314709e+30  1.63026719200611754e+33  2.81405010496804123e+10  6.76793685487273108e-09  4.02600490290522384e+00  4.78706221692732070e+06  2.60114206727563250e+15  9.70761919570292000e+14  1.85150790829637018e+01  0.00000000000000000e+00  1.28144940543159325e+00  8.55480207031128037e-01  0.00000000000000000e+00  7.10992639854072017e-01  2.73998644255531165e-01  2.48998767938950162e-03  7.99096046248717971e-04  6.61796725429677785e-03  1.30599353794376167e-03  7.91396084171993469e-04  8.29395896148886350e-04  4.23297905521869940e-04  1.13099440383943433e-04  7.38096347899099654e-05  3.82798105914890715e-06  3.42898303339134256e-05  0.00000000000000000e+00  1.46099277100742906e-03  0.00000000000000000e+00                        -                        -
   781  1.75930809500026820e+30  1.63202650010111781e+33  2.81846768377659531e+10  6.82468554801475801e-09  3.99578846926474274e+00  4.77830358667085227e+06  2.57687335136454900e+15  9.69007664440550625e+14  1.85229539984506744e+01  0.00000000000000000e+00  1.28144932842494597e+00  8.55480230478567472e-01  0.00000000000000000e+00  7.10992711059250770e-01  2.73998644255484702e-01  2.48998767939774632e-03  7.99096046239092424e-04  6.61796725429675964e-03  1.30599353794375603e-03  7.91396084171990324e-04  8.29395896148884182e-04  4.23297905521868368e-04  1.13099440383942890e-04  7.38096347899096943e-05  3.82798105914889445e-06  3.42898303339132969e-05  0.00000000000000000e+00  1.46099277100742385e-03  0.00000000000000000e+00                        -                        -
   782  1.76047209545392148e+30  1.63378697219657173e+33  2.82290780369286766e+10  6.88179459304086653e-09  3.96565080257865032e+00  4.76952098381932173e+06  2.55271448870830700e+15  9.67248702106903250e+14  1.85308697843305943e+01  0.00000000000000000e+00  1.28144925229384876e+00  8.55480253659416268e-01  0.00000000000000000e+00  7.10992781453015144e-01  2.73998644255443846e-01  2.48998767940559638e-03  7.99096046229940998e-04  6.61796725429677959e-03  1.30599353794376058e-03  7.91396084171990216e-04  8.29395896148884507e-04  4.23297905521868422e-04  1.13099440383943189e-04  7.38096347899098841e-05  3.82798105914890970e-06  3.42898303339133918e-05  0.00000000000000000e+00  1.46099277100742884e-03  0.00000000000000000e+00                        -                        -
   783  1.76164530922094795e+30  1.63554861750579268e+33  2.82737071983695755e+10  6.93926832977801116e-09  3.93559200164237577e+00  4.76071414428674523e+06  2.52866540942219450e+15  9.65484979815018500e+14  1.85388268511729386e+01  0.00000000000000000e+00  1.28144917736089137e+00  8.55480276475451329e-01  0.00000000000000000e+00  7.10992850740789217e-01  2.73998644255403101e-01  2.48998767941304485e-03  7.99096046221253178e-04  6.61796725429677178e-03  1.30599353794375885e-03  7.91396084171990975e-04  8.29395896148884290e-04  4.23297905521868151e-04  1.13099440383943202e-04  7.38096347899098299e-05  3.82798105914890377e-06  3.42898303339133308e-05  0.00000000000000000e+00  1.46099277100742689e-03  0.00000000000000000e+00                        -                        -
   784  1.76282775369028620e+30  1.63731144525948296e+33  2.83185669132169189e+10  6.99711117024231107e-09  3.90561216673960709e+00  4.75188280083363131e+06  2.50472604568061400e+15  9.63716444364168625e+14  1.85468256198065973e+01  0.00000000000000000e+00  1.28144910361525466e+00  8.55480298929966354e-01  0.00000000000000000e+00  7.10992918932557005e-01  2.73998644255364188e-01  2.48998767942011602e-03  7.99096046213005110e-04  6.61796725429677005e-03  1.30599353794375863e-03  7.91396084171990867e-04  8.29395896148883965e-04  4.23297905521868097e-04  1.13099440383943189e-04  7.38096347899098163e-05  3.82798105914890292e-06  3.42898303339133172e-05  0.00000000000000000e+00  1.46099277100742646e-03  0.00000000000000000e+00                        -                        -
   785  1.76401944639556647e+30  1.63907546470587853e+33  2.83636598133788414e+10  7.05532759995894986e-09  3.87571139970389433e+00  4.74302668297657277e+06  2.48089633171472000e+15  9.61943042089220000e+14  1.85548665213812747e+01  0.00000000000000000e+00  1.28144903071854310e+00  8.55480321125997922e-01  0.00000000000000000e+00  7.10992986337530386e-01  2.73998644255326718e-01  2.48998767942683243e-03  7.99096046205177496e-04  6.61796725429679607e-03  1.30599353794376210e-03  7.91396084171994228e-04  8.29395896148884724e-04  4.23297905521867934e-04  1.13099440383943094e-04  7.38096347899099654e-05  3.82798105914890715e-06  3.42898303339133918e-05  0.00000000000000000e+00  1.46099277100742689e-03  0.00000000000000000e+00                        -                        -
   786  1.76522040501626358e+30  1.64084068511089479e+33  2.84089885723935242e+10  7.11392217970545129e-09  3.84588980608358488e+00  4.73414551689653285e+06  2.45717620381108700e+15  9.60164718318857125e+14  1.85629499862305458e+01  0.00000000000000000e+00  1.28144895898778199e+00  8.55480342967016139e-01  0.00000000000000000e+00  7.10993052666221925e-01  2.73998644255291079e-01  2.48998767943320017e-03  7.99096046197746157e-04  6.61796725429679607e-03  1.30599353794376210e-03  7.91396084171994119e-04  8.29395896148884615e-04  4.23297905521867988e-04  1.13099440383943094e-04  7.38096347899099654e-05  3.82798105914890631e-06  3.42898303339133850e-05  0.00000000000000000e+00  1.46099277100742646e-03  0.00000000000000000e+00                        -                        -
   787  1.76643064737683221e+30  1.64260711575827163e+33  2.84545559063306160e+10  7.17289954734123242e-09  3.81614749270589115e+00  4.72523902534574550e+06  2.43356560030852500e+15  9.58381417966362250e+14  1.85710764571018956e+01  0.00000000000000000e+00  1.28144888824910685e+00  8.55480364505960322e-01  0.00000000000000000e+00  7.10993118077548725e-01  2.73998644255257606e-01  2.48998767943924481e-03  7.99096046190694615e-04  6.61796725429677959e-03  1.30599353794376080e-03  7.91396084171990108e-04  8.29395896148881471e-04  4.23297905521868043e-04  1.13099440383942850e-04  7.38096347899098434e-05  3.82798105914889614e-06  3.42898303339134392e-05  0.00000000000000000e+00  1.46099277100742537e-03  0.00000000000000000e+00                        -                        -
   788  1.76765019144728341e+30  1.64437476594971891e+33  2.85003645747035103e+10  7.23226441895002103e-09  3.78648456882620010e+00  4.71630692755317874e+06  2.41006446159958000e+15  9.56593085240188250e+14  1.85792463836072272e+01  0.00000000000000000e+00  1.28144881833171120e+00  8.55480385794838205e-01  0.00000000000000000e+00  7.10993182727632900e-01  2.73998644255224189e-01  2.48998767944497157e-03  7.99096046184004870e-04  6.61796725429677005e-03  1.30599353794375516e-03  7.91396084171987614e-04  8.29395896148878327e-04  4.23297905521866904e-04  1.13099440383942565e-04  7.38096347899096943e-05  3.82798105914889021e-06  3.42898303339133105e-05  0.00000000000000000e+00  1.46099277100742537e-03  0.00000000000000000e+00                        -                        -
   789  1.76887905534289630e+30  1.64614364500506181e+33  2.85464173813941116e+10  7.29202159119414571e-09  3.75690114712616641e+00  4.70734893912825920e+06  2.38667273012535400e+15  9.54799663380069625e+14  1.85874602171138008e+01  0.00000000000000000e+00  1.28144874952347099e+00  8.55480406745996125e-01  0.00000000000000000e+00  7.10993246353616049e-01  2.73998644255193491e-01  2.48998767945040689e-03  7.99096046177663047e-04  6.61796725429677005e-03  1.30599353794375560e-03  7.91396084171987505e-04  8.29395896148878327e-04  4.23297905521867013e-04  1.13099440383942606e-04  7.38096347899096943e-05  3.82798105914889106e-06  3.42898303339133037e-05  0.00000000000000000e+00  1.46099277100742559e-03  0.00000000000000000e+00                        -                        -
   790  1.77011725732710045e+30  1.64791376226238891e+33  2.85927171756231079e+10  7.35217594283467708e-09  3.72739734204253992e+00  4.69836477196285501e+06  2.36339035037607300e+15  9.53001095066701000e+14  1.85957184200217185e+01  0.00000000000000000e+00  1.28144868177344429e+00  8.55480427374944452e-01  0.00000000000000000e+00  7.10993309002125984e-01  2.73998644255164514e-01  2.48998767945555859e-03  7.99096046171649411e-04  6.61796725429676744e-03  1.30599353794375646e-03  7.91396084171986638e-04  8.29395896148878327e-04  4.23297905521867067e-04  1.13099440383942687e-04  7.38096347899096130e-05  3.82798105914889106e-06  3.42898303339132698e-05  0.00000000000000000e+00  1.46099277100742407e-03  0.00000000000000000e+00                        -                        -
   791  1.77136481580945821e+30  1.64968512707819836e+33  2.86392668529453125e+10  7.41273243674757630e-09  3.69797326990685971e+00  4.68935413413144555e+06  2.34021726889031000e+15  9.51197322381409750e+14  1.86040214655036884e+01  0.00000000000000000e+00  1.28144861472638572e+00  8.55480447789850773e-01  0.00000000000000000e+00  7.10993370997765162e-01  2.73998644255137036e-01  2.48998767946044530e-03  7.99096046165950085e-04  6.61796725429676658e-03  1.30599353794375668e-03  7.91396084171986421e-04  8.29395896148878218e-04  4.23297905521867013e-04  1.13099440383942701e-04  7.38096347899095859e-05  3.82798105914889106e-06  3.42898303339132630e-05  0.00000000000000000e+00  1.46099277100742364e-03  0.00000000000000000e+00                        -                        -
   792  1.77262174934624119e+30  1.65145774882754461e+33  2.86860693562472115e+10  7.47369612160221249e-09  3.66862905094279412e+00  4.68031672978917230e+06  2.31715343425193500e+15  9.49388286284299625e+14  1.86123698268744064e+01  0.00000000000000000e+00  1.28144854865941382e+00  8.55480467906336139e-01  0.00000000000000000e+00  7.10993432087492438e-01  2.73998644255110502e-01  2.48998767946507788e-03  7.99096046160549783e-04  6.61796725429676571e-03  1.30599353794375668e-03  7.91396084171986313e-04  8.29395896148878110e-04  4.23297905521866958e-04  1.13099440383942687e-04  7.38096347899095859e-05  3.82798105914889106e-06  3.42898303339132630e-05  0.00000000000000000e+00  1.46099277100742342e-03  0.00000000000000000e+00                        -                        -
   793  1.77388807664417728e+30  1.65323163690418878e+33  2.87331276768054161e+10  7.53507213459252692e-09  3.63936480664484252e+00  4.67125225906773191e+06  2.29419879709004400e+15  9.47573927273824750e+14  1.86207639923459638e+01  0.00000000000000000e+00  1.28144848320997284e+00  8.55480487834793912e-01  0.00000000000000000e+00  7.10993492602585375e-01  2.73998644255085577e-01  2.48998767946946023e-03  7.99096046155432565e-04  6.61796725429676484e-03  1.30599353794375668e-03  7.91396084171986421e-04  8.29395896148878002e-04  4.23297905521866904e-04  1.13099440383942701e-04  7.38096347899095588e-05  3.82798105914889106e-06  3.42898303339132630e-05  0.00000000000000000e+00  1.46099277100742320e-03  0.00000000000000000e+00                        -                        -
   794  1.77516381655497421e+30  1.65500680072074376e+33  2.87804448553254128e+10  7.59686570214932824e-09  3.61018066356523715e+00  4.66216041796892975e+06  2.27135331007932800e+15  9.45754184397189750e+14  1.86292044442869091e+01  0.00000000000000000e+00  1.28144841919132424e+00  8.55480507327596840e-01  0.00000000000000000e+00  7.10993551800259471e-01  2.73998644255060542e-01  2.48998767947361489e-03  7.99096046150591819e-04  6.61796725429676918e-03  1.30599353794375755e-03  7.91396084171990867e-04  8.29395896148877893e-04  4.23297905521868259e-04  1.13099440383942796e-04  7.38096347899096943e-05  3.82798105914889276e-06  3.42898303339133376e-05  0.00000000000000000e+00  1.46099277100742429e-03  0.00000000000000000e+00                        -                        -
   795  1.77644898808223716e+30  1.65678324970882599e+33  2.88280239830804062e+10  7.65908214352203248e-09  3.58107674788197317e+00  4.65304089825583994e+06  2.24861692793505550e+15  9.43928996644961500e+14  1.86376916899607856e+01  0.00000000000000000e+00  1.28144835593325590e+00  8.55480526588815349e-01  0.00000000000000000e+00  7.10993610292822154e-01  2.73998644255038115e-01  2.48998767947754447e-03  7.99096046146006620e-04  6.61796725429676918e-03  1.30599353794375755e-03  7.91396084171990975e-04  8.29395896148877893e-04  4.23297905521868314e-04  1.13099440383942809e-04  7.38096347899097079e-05  3.82798105914889276e-06  3.42898303339133376e-05  0.00000000000000000e+00  1.46099277100742429e-03  0.00000000000000000e+00                        -                        -
   796  1.77774361037685700e+30  1.65856099331920285e+33  2.88758682030235214e+10  7.72172687197702028e-09  3.55205318985759844e+00  4.64389338734147698e+06  2.22598960741695400e+15  9.42098301786026500e+14  1.86462262370110636e+01  0.00000000000000000e+00  1.28144829342595123e+00  8.55480545621437938e-01  0.00000000000000000e+00  7.10993668089338393e-01  2.73998644255017576e-01  2.48998767948127413e-03  7.99096046141669594e-04  6.61796725429677872e-03  1.30599353794376752e-03  7.91396084171992818e-04  8.29395896148880062e-04  4.23297905521868747e-04  1.13099440383943148e-04  7.38096347899098299e-05  3.82798105914890123e-06  3.42898303339133918e-05  0.00000000000000000e+00  1.46099277100742667e-03  0.00000000000000000e+00                        -                        -
   797  1.77904770274162202e+30  1.66034004102194447e+33  2.89239807109399185e+10  7.78480539758055203e-09  3.52311012317314809e+00  4.63471756817450188e+06  2.20347130732464000e+15  9.40262036519316000e+14  1.86548085973376345e+01  0.00000000000000000e+00  1.28144823199566082e+00  8.55480564326126736e-01  0.00000000000000000e+00  7.10993724891881063e-01  2.73998644254997203e-01  2.48998767948479215e-03  7.99096046137564154e-04  6.61796725429677785e-03  1.30599353794376774e-03  7.91396084171992818e-04  8.29395896148880062e-04  4.23297905521868693e-04  1.13099440383943148e-04  7.38096347899098299e-05  3.82798105914890123e-06  3.42898303339133918e-05  0.00000000000000000e+00  1.46099277100742667e-03  0.00000000000000000e+00                        -                        -
   798  1.78036128462862386e+30  1.66212040230657310e+33  2.89723647566581917e+10  7.84832332889810794e-09  3.49424768297309418e+00  4.62551311912218202e+06  2.18106198849928550e+15  9.38420136979238500e+14  1.86634392987727509e+01  0.00000000000000000e+00  1.28144817130459288e+00  8.55480582805733580e-01  0.00000000000000000e+00  7.10993781009105819e-01  2.73998644254977108e-01  2.48998767948811154e-03  7.99096046133679458e-04  6.61796725429675183e-03  1.30599353794376427e-03  7.91396084171988590e-04  8.29395896148877893e-04  4.23297905521867501e-04  1.13099440383942741e-04  7.38096347899095859e-05  3.82798105914889106e-06  3.42898303339133443e-05  0.00000000000000000e+00  1.46099277100742429e-03  0.00000000000000000e+00                        -                        -
   799  1.78168437564098685e+30  1.66390208668221408e+33  2.90210236452551994e+10  7.91228637586886872e-09  3.46546600885223244e+00  4.61627971385026444e+06  2.15876161382229675e+15  9.36572537927756750e+14  1.86721188681571100e+01  0.00000000000000000e+00  1.28144811183364293e+00  8.55480600913832823e-01  0.00000000000000000e+00  7.10993836001829416e-01  2.73998644254958290e-01  2.48998767949125833e-03  7.99096046130008458e-04  6.61796725429675270e-03  1.30599353794376427e-03  7.91396084171988590e-04  8.29395896148878002e-04  4.23297905521867501e-04  1.13099440383942755e-04  7.38096347899095859e-05  3.82798105914889106e-06  3.42898303339133443e-05  0.00000000000000000e+00  1.46099277100742429e-03  0.00000000000000000e+00                        -                        -
   800  1.78301699553056221e+30  1.66568510367774465e+33  2.90699607383490067e+10  7.97670035216189989e-09  3.43676524102130188e+00  4.60701702119967062e+06  2.13657014821382600e+15  9.34719173765343500e+14  1.86808478541499525e+01  0.00000000000000000e+00  1.28144805291804786e+00  8.55480618852835328e-01  0.00000000000000000e+00  7.10993890477378931e-01  2.73998644254940971e-01  2.48998767949423685e-03  7.99096046126537602e-04  6.61796725429675270e-03  1.30599353794376427e-03  7.91396084171988590e-04  8.29395896148877893e-04  4.23297905521867446e-04  1.13099440383942755e-04  7.38096347899095859e-05  3.82798105914889106e-06  3.42898303339133443e-05  0.00000000000000000e+00  1.46099277100742429e-03  0.00000000000000000e+00                        -                        -
   801  1.78435916420657495e+30  1.66746946284195122e+33  2.91191794553650360e+10  8.04157117739633266e-09  3.40814552485171651e+00  4.59772470505979843e+06  2.11448755863424900e+15  9.32859977295968250e+14  1.86896268009191040e+01  0.00000000000000000e+00  1.28144799504361284e+00  8.55480636474820200e-01  0.00000000000000000e+00  7.10993943992084709e-01  2.73998644254924317e-01  2.48998767949704363e-03  7.99096046123259516e-04  6.61796725429675270e-03  1.30599353794376470e-03  7.91396084171988590e-04  8.29395896148877893e-04  4.23297905521867446e-04  1.13099440383942755e-04  7.38096347899095859e-05  3.82798105914889106e-06  3.42898303339133443e-05  0.00000000000000000e+00  1.46099277100742429e-03  0.00000000000000000e+00                        -                        -
   802  1.78571090172495932e+30  1.66925517374367618e+33  2.91686832748841820e+10  8.10690488005798125e-09  3.37960700767615130e+00  4.58840242423815746e+06  2.09251381408184325e+15  9.30994880569691250e+14  1.86984562673383472e+01  0.00000000000000000e+00  1.28144793819697345e+00  8.55480653783857070e-01  0.00000000000000000e+00  7.10993996558242469e-01  2.73998644254906776e-01  2.48998767949966913e-03  7.99096046120157397e-04  6.61796725429671193e-03  1.30599353794375083e-03  7.91396084171983602e-04  8.29395896148871388e-04  4.23297905521863381e-04  1.13099440383942010e-04  7.38096347899090709e-05  3.82798105914886226e-06  3.42898303339129107e-05  0.00000000000000000e+00  1.46099277100741063e-03  0.00000000000000000e+00                        -                        -
   803  1.78707222829787045e+30  1.67104224597197405e+33  2.92184757360202980e+10  8.17270759993498780e-09  3.35114983951145762e+00  4.57904983232644200e+06  2.07064888559429700e+15  9.29123814675874500e+14  1.87073368232561066e+01  0.00000000000000000e+00  1.28144788220488892e+00  8.55480670832694412e-01  0.00000000000000000e+00  7.10994048334197326e-01  2.73998644254891455e-01  2.48998767950217321e-03  7.99096046117230919e-04  6.61796725429670326e-03  1.30599353794374671e-03  7.91396084171983060e-04  8.29395896148869870e-04  4.23297905521862188e-04  1.13099440383941630e-04  7.38096347899088405e-05  3.82798105914885633e-06  3.42898303339128293e-05  0.00000000000000000e+00  1.46099277100740499e-03  0.00000000000000000e+00                        -                        -
   804  1.78844316428849620e+30  1.67283068913626255e+33  2.92685604398330307e+10  8.23898559139101080e-09  3.32277417339496584e+00  4.56966657756262179e+06  2.04889274624713550e+15  9.27246709634871000e+14  1.87162690478153131e+01  0.00000000000000000e+00  1.28144782689621772e+00  8.55480687673443430e-01  0.00000000000000000e+00  7.10994099476375707e-01  2.73998644254877743e-01  2.48998767950454241e-03  7.99096046114470106e-04  6.61796725429670760e-03  1.30599353794374974e-03  7.91396084171983386e-04  8.29395896148870304e-04  4.23297905521863272e-04  1.13099440383941698e-04  7.38096347899089625e-05  3.82798105914885633e-06  3.42898303339128768e-05  0.00000000000000000e+00  1.46099277100740759e-03  0.00000000000000000e+00                        -                        -
   805  1.78982373021538057e+30  1.67462051286647793e+33  2.93189410507690125e+10  8.30574522583578527e-09  3.29448016626259932e+00  4.56025230268887617e+06  2.02724537115533375e+15  9.25363494135717500e+14  1.87252535239886910e+01  0.00000000000000000e+00  1.28144777259236031e+00  8.55480704208241405e-01  0.00000000000000000e+00  7.10994149691273281e-01  2.73998644254863533e-01  2.48998767950677196e-03  7.99096046111865744e-04  6.61796725429668765e-03  1.30599353794374974e-03  7.91396084171982735e-04  8.29395896148869111e-04  4.23297905521862351e-04  1.13099440383941711e-04  7.38096347899088134e-05  3.82798105914884871e-06  3.42898303339128632e-05  0.00000000000000000e+00  1.46099277100740477e-03  0.00000000000000000e+00                        -                        -
   806  1.79121394675127084e+30  1.67641172681322920e+33  2.93696212981725311e+10  8.37299299498907983e-09  3.26626797718714723e+00  4.55080664480523206e+06  2.00570673747104400e+15  9.23474096005558125e+14  1.87342908501805638e+01  0.00000000000000000e+00  1.28144771911860156e+00  8.55480720490286450e-01  0.00000000000000000e+00  7.10994199138582528e-01  2.73998644254850821e-01  2.48998767950887878e-03  7.99096046109409918e-04  6.61796725429668765e-03  1.30599353794374974e-03  7.91396084171982735e-04  8.29395896148869111e-04  4.23297905521862351e-04  1.13099440383941725e-04  7.38096347899088270e-05  3.82798105914884956e-06  3.42898303339128700e-05  0.00000000000000000e+00  1.46099277100740499e-03  0.00000000000000000e+00                        -                        -
   807  1.79261383472369398e+30  1.67820434064795289e+33  2.94206049778303719e+10  8.44073551341247655e-09  3.23813776810728271e+00  4.54132923521871306e+06  1.98427682438560300e+15  9.21578441993565625e+14  1.87433816365276051e+01  0.00000000000000000e+00  1.28144766614097350e+00  8.55480736621267890e-01  0.00000000000000000e+00  7.10994248123456130e-01  2.73998644254838608e-01  2.48998767951086417e-03  7.99096046107091135e-04  6.61796725429668505e-03  1.30599353794374974e-03  7.91396084171982735e-04  8.29395896148869003e-04  4.23297905521862242e-04  1.13099440383941739e-04  7.38096347899087999e-05  3.82798105914884871e-06  3.42898303339128700e-05  0.00000000000000000e+00  1.46099277100740477e-03  0.00000000000000000e+00                        -                        -
   808  1.79402341511438023e+30  1.67999836406306727e+33  2.94718959535292511e+10  8.50897952118658733e-09  3.21008970595264564e+00  4.53181969928749371e+06  1.96295561312986150e+15  9.19676457147369125e+14  1.87525264918518673e+01  0.00000000000000000e+00  1.28144761431087595e+00  8.55480752402842493e-01  0.00000000000000000e+00  7.10994296050958763e-01  2.73998644254827173e-01  2.48998767951273074e-03  7.99096046104908093e-04  6.61796725429669198e-03  1.30599353794375018e-03  7.91396084171982735e-04  8.29395896148869653e-04  4.23297905521861917e-04  1.13099440383941847e-04  7.38096347899088270e-05  3.82798105914884617e-06  3.42898303339128361e-05  0.00000000000000000e+00  1.46099277100740586e-03  0.00000000000000000e+00                        -                        -
   809  1.79544270906156892e+30  1.68179380677212884e+33  2.95234981587218513e+10  8.57773188809148242e-09  3.18212395876791820e+00  4.52227765626011696e+06  1.94174308697297175e+15  9.17768065888884000e+14  1.87617260486285211e+01  0.00000000000000000e+00  1.28144756312526775e+00  8.55480767988180180e-01  0.00000000000000000e+00  7.10994343380686344e-01  2.73998644254816293e-01  2.48998767951449582e-03  7.99096046102851254e-04  6.61796725429669285e-03  1.30599353794375018e-03  7.91396084171982735e-04  8.29395896148869762e-04  4.23297905521861971e-04  1.13099440383941847e-04  7.38096347899088270e-05  3.82798105914884617e-06  3.42898303339128361e-05  0.00000000000000000e+00  1.46099277100740586e-03  0.00000000000000000e+00                        -                        -
   810  1.79687173786144961e+30  1.68359067850999029e+33  2.95754155981848183e+10  8.64699961578611943e-09  3.15424069936327545e+00  4.51270271910946164e+06  1.92063923122474900e+15  9.15853190957925375e+14  1.87709809403223318e+01  0.00000000000000000e+00  1.28144751290308978e+00  8.55480783280167190e-01  0.00000000000000000e+00  7.10994389821388406e-01  2.73998644254806245e-01  2.48998767951615725e-03  7.99096046100913459e-04  6.61796725429669198e-03  1.30599353794375018e-03  7.91396084171982735e-04  8.29395896148869653e-04  4.23297905521861917e-04  1.13099440383941833e-04  7.38096347899088270e-05  3.82798105914884617e-06  3.42898303339128361e-05  0.00000000000000000e+00  1.46099277100740564e-03  0.00000000000000000e+00                        -                        -
   811  1.79831052296412690e+30  1.68538898903295442e+33  2.96276523497652588e+10  8.71678984225365994e-09  3.12644010297367947e+00  4.50309449436107092e+06  1.89964403323388100e+15  9.13931754056545250e+14  1.87802918168211583e+01  0.00000000000000000e+00  1.28144746347104044e+00  8.55480798331571535e-01  0.00000000000000000e+00  7.10994435531457247e-01  2.73998644254796420e-01  2.48998767951772067e-03  7.99096046099089072e-04  6.61796725429669285e-03  1.30599353794375018e-03  7.91396084171982735e-04  8.29395896148869653e-04  4.23297905521861917e-04  1.13099440383941833e-04  7.38096347899088270e-05  3.82798105914884702e-06  3.42898303339128361e-05  0.00000000000000000e+00  1.46099277100740586e-03  0.00000000000000000e+00                        -                        -
   812  1.79975908598024971e+30  1.68718874811893467e+33  2.96802125661606903e+10  8.78710984441469020e-09  3.09872234849476813e+00  4.49345258191570546e+06  1.87875748239130300e+15  9.12003675473668625e+14  1.87896593370407352e+01  0.00000000000000000e+00  1.28144741482120894e+00  8.55480813144802288e-01  0.00000000000000000e+00  7.10994480518206129e-01  2.73998644254787094e-01  2.48998767951919258e-03  7.99096046097371696e-04  6.61796725429669285e-03  1.30599353794375018e-03  7.91396084171982735e-04  8.29395896148869653e-04  4.23297905521861917e-04  1.13099440383941833e-04  7.38096347899088270e-05  3.82798105914884617e-06  3.42898303339128293e-05  0.00000000000000000e+00  1.46099277100740586e-03  0.00000000000000000e+00                        -                        -
   813  1.80121744867668780e+30  1.68898996556761136e+33  2.97331004767580032e+10  8.85796704235075074e-09  3.07108761822571186e+00  4.48377657486568857e+06  1.85797957012879250e+15  9.10068874133277500e+14  1.87990841710654273e+01  0.00000000000000000e+00  1.28144736694595851e+00  8.55480827722184145e-01  0.00000000000000000e+00  7.10994524788697069e-01  2.73998644254777213e-01  2.48998767952057212e-03  7.99096046095754500e-04  6.61796725429666683e-03  1.30599353794374996e-03  7.91396084171979699e-04  8.29395896148866184e-04  4.23297905521861050e-04  1.13099440383941711e-04  7.38096347899086372e-05  3.82798105914884447e-06  3.42898303339127412e-05  0.00000000000000000e+00  1.46099277100740174e-03  0.00000000000000000e+00                        -                        -
